Inserted 100000 prefixes into trie
match rule 69841, reject
match rule 71897, permit
match rule 12737, permit
match rule 4028, permit
match rule 40415, reject
match rule 22949, permit
match rule 13276, permit
match rule 58846, permit
match rule 83157, permit
match rule 53390, reject
match rule 47903, reject
match rule 68783, reject
match rule 4141, permit
match rule 7314, permit
match rule 8269, reject
match rule 34193, reject
match rule 89818, permit
match rule 49272, permit
match rule 56247, permit
match rule 80280, reject
match rule 33258, permit
match rule 77724, permit
match rule 40957, reject
match rule 89292, reject
match rule 48886, permit
match rule 5680, reject
match rule 25489, reject
match rule 28504, reject
match rule 63794, permit
match rule 9197, permit
match rule 61004, reject
match rule 64194, reject
match rule 57045, reject
match rule 34711, reject
match rule 63340, reject
match rule 39752, reject
match rule 68452, permit
match rule 119, reject
match rule 90850, permit
match rule 641, reject
match rule 33332, reject
match rule 41180, permit
match rule 10521, permit
match rule 68884, permit
match rule 39054, reject
match rule 4957, reject
match rule 15048, permit
match rule 47551, permit
match rule 6370, reject
match rule 12240, reject
match rule 38187, permit
match rule 10888, permit
match rule 46331, reject
match rule 4094, permit
match rule 16376, reject
match rule 28024, reject
match rule 32625, reject
match rule 61779, permit
match rule 15887, reject
match rule 87230, permit
match rule 46331, reject
match rule 37673, permit
match rule 63857, permit
match rule 72960, permit
match rule 59302, reject
match rule 35029, permit
match rule 48165, reject
match rule 9424, permit
match rule 34208, permit
match rule 57553, permit
match rule 65617, permit
match rule 51059, permit
match rule 12865, permit
match rule 37589, reject
match rule 58711, permit
match rule 14354, permit
match rule 77684, reject
match rule 41732, permit
match rule 14656, reject
match rule 40415, reject
match rule 12971, reject
match rule 30715, reject
match rule 18535, reject
match rule 71942, reject
match rule 40942, reject
match rule 51448, permit
match rule 38983, reject
match rule 35840, permit
match rule 39110, reject
match rule 58643, reject
match rule 33332, reject
match rule 56470, permit
match rule 27828, permit
match rule 85851, permit
match rule 40301, reject
match rule 29786, permit
match rule 42859, reject
match rule 12971, reject
match rule 14306, reject
match rule 33645, permit
match rule 94652, reject
match rule 6774, reject
match rule 23284, reject
match rule 30916, permit
match rule 4601, reject
match rule 84072, reject
match rule 4141, permit
match rule 12181, permit
match rule 40204, reject
match rule 15281, reject
match rule 47224, permit
match rule 77552, permit
match rule 2896, reject
match rule 15828, reject
match rule 53036, reject
match rule 1371, reject
match rule 14513, permit
match rule 13275, reject
match rule 8838, reject
match rule 28534, reject
match rule 18852, reject
match rule 51559, reject
match rule 10304, permit
match rule 2303, permit
match rule 30715, reject
match rule 83596, permit
match rule 3956, reject
match rule 82115, reject
match rule 81739, permit
match rule 54521, reject
match rule 9944, permit
match rule 34871, reject
match rule 784, reject
match rule 72328, permit
match rule 9290, permit
match rule 30338, reject
match rule 70070, reject
match rule 17077, reject
match rule 20637, permit
match rule 59581, reject
match rule 69031, permit
match rule 25486, permit
match rule 20225, reject
match rule 52399, reject
match rule 172, permit
match rule 8683, reject
match rule 83169, reject
match rule 76721, reject
match rule 66374, reject
match rule 33644, permit
match rule 77360, permit
match rule 20955, reject
match rule 40395, reject
match rule 37905, permit
match rule 43703, permit
match rule 3962, permit
match rule 91584, reject
match rule 76226, reject
match rule 16057, permit
match rule 2495, reject
match rule 25912, permit
match rule 11171, permit
match rule 58864, reject
match rule 33729, permit
match rule 25417, permit
match rule 86578, reject
match rule 23994, reject
match rule 4937, reject
match rule 17194, reject
match rule 6502, reject
match rule 26771, reject
match rule 38256, permit
match rule 28917, permit
match rule 659, permit
match rule 45970, reject
match rule 19718, reject
match rule 172, permit
match rule 8862, reject
match rule 1778, reject
match rule 69313, reject
match rule 26918, reject
match rule 56251, reject
match rule 68452, permit
match rule 57197, reject
match rule 30887, reject
match rule 12227, permit
match rule 4953, reject
match rule 89221, reject
match rule 33143, reject
match rule 12826, reject
match rule 52893, reject
match rule 12653, reject
match rule 19694, permit
match rule 22613, reject
match rule 34830, reject
match rule 16849, permit
match rule 53034, reject
match rule 54138, permit
match rule 73975, permit
match rule 94873, permit
match rule 46407, permit
match rule 52224, permit
match rule 55457, permit
match rule 63721, reject
match rule 18741, reject
match rule 8764, reject
match rule 27903, reject
match rule 67351, permit
match rule 62628, reject
match rule 57564, permit
match rule 27468, permit
match rule 10357, reject
match rule 8767, reject
match rule 31, reject
match rule 27434, permit
match rule 25551, reject
match rule 13236, permit
match rule 51521, reject
match rule 10401, reject
match rule 82565, reject
match rule 89711, reject
match rule 61236, reject
match rule 72293, permit
match rule 48715, reject
match rule 68174, permit
match rule 44255, permit
match rule 73589, reject
match rule 69567, reject
match rule 23453, permit
match rule 15536, reject
match rule 42226, permit
match rule 36544, permit
match rule 66909, permit
match rule 13282, reject
match rule 84110, reject
match rule 15648, permit
match rule 6963, permit
match rule 80012, permit
match rule 22221, permit
match rule 77552, permit
match rule 3009, reject
match rule 3973, reject
match rule 70989, reject
match rule 48573, reject
match rule 69043, permit
match rule 38319, permit
match rule 54228, reject
match rule 35112, permit
match rule 18081, reject
match rule 79499, permit
match rule 83935, permit
match rule 51615, permit
match rule 72139, reject
match rule 60892, permit
match rule 31321, reject
match rule 20622, reject
match rule 54321, reject
match rule 34385, permit
match rule 5590, permit
match rule 63311, reject
match rule 46286, reject
match rule 70076, permit
match rule 39752, reject
match rule 23050, reject
match rule 40799, permit
match rule 38431, permit
match rule 62548, permit
match rule 24168, permit
match rule 59669, permit
match rule 6062, permit
match rule 71942, reject
match rule 34611, reject
match rule 1371, reject
match rule 61858, permit
match rule 17995, permit
match rule 68573, permit
match rule 37210, reject
match rule 18808, reject
match rule 55228, permit
match rule 55656, permit
match rule 52508, reject
match rule 6496, reject
match rule 70366, reject
match rule 36050, permit
match rule 21257, reject
match rule 27026, permit
match rule 61004, reject
match rule 23760, permit
match rule 641, reject
match rule 3644, reject
match rule 11722, permit
match rule 10401, reject
match rule 42179, permit
match rule 5771, reject
match rule 2270, permit
match rule 40248, reject
match rule 26672, permit
match rule 45530, permit
match rule 61611, reject
match rule 54031, reject
match rule 50311, permit
match rule 35097, permit
match rule 9230, permit
match rule 69790, permit
match rule 40193, reject
match rule 81392, reject
match rule 73082, reject
match rule 72139, reject
match rule 27905, permit
match rule 3612, permit
match rule 66775, reject
match rule 70835, reject
match rule 2207, reject
match rule 31112, reject
match rule 28203, permit
match rule 72139, reject
match rule 20499, permit
match rule 62793, permit
match rule 72664, reject
match rule 3009, reject
match rule 49245, reject
match rule 60860, reject
match rule 36406, permit
match rule 16339, reject
match rule 31622, permit
match rule 21775, permit
match rule 29993, reject
match rule 66627, permit
match rule 12181, permit
match rule 19113, permit
match rule 3612, permit
match rule 84230, permit
match rule 9751, permit
match rule 30015, permit
match rule 63511, reject
match rule 40957, reject
match rule 22819, reject
match rule 15701, permit
match rule 4434, permit
match rule 12971, reject
match rule 35445, reject
match rule 20313, reject
match rule 14057, permit
match rule 58030, reject
match rule 52415, permit
match rule 47065, permit
match rule 35254, reject
match rule 32962, reject
match rule 19051, reject
match rule 35095, permit
match rule 53002, permit
match rule 57135, permit
match rule 66802, permit
match rule 28822, permit
match rule 90850, permit
match rule 83690, reject
match rule 43890, reject
match rule 67069, permit
match rule 24223, permit
match rule 35040, reject
match rule 4792, permit
match rule 76523, permit
match rule 53028, permit
match rule 31309, reject
match rule 16849, permit
match rule 10312, reject
match rule 45384, permit
match rule 30032, reject
match rule 49225, reject
match rule 46662, permit
match rule 5939, permit
match rule 36551, reject
match rule 67900, permit
match rule 17537, reject
match rule 23790, permit
match rule 4234, permit
match rule 23244, reject
match rule 61029, permit
match rule 42657, permit
match rule 38993, permit
match rule 36841, permit
match rule 39943, reject
match rule 53960, permit
match rule 56140, reject
match rule 34871, reject
match rule 74145, permit
match rule 43703, permit
match rule 14578, reject
match rule 24261, reject
match rule 50968, permit
match rule 85235, permit
match rule 9609, permit
match rule 12257, permit
match rule 48847, permit
match rule 72040, reject
match rule 31958, permit
match rule 6827, permit
match rule 45962, permit
match rule 37584, reject
match rule 37364, permit
match rule 8158, permit
match rule 34548, reject
match rule 12790, permit
match rule 23447, permit
match rule 12491, permit
match rule 41905, permit
match rule 20949, permit
match rule 8830, permit
match rule 29320, permit
match rule 50662, permit
match rule 55604, permit
match rule 59509, reject
match rule 69519, permit
match rule 63212, reject
match rule 25304, permit
match rule 28928, reject
match rule 63336, permit
match rule 31735, reject
match rule 67843, reject
match rule 3760, permit
match rule 28215, reject
match rule 48520, reject
match rule 9101, reject
match rule 31922, reject
match rule 11671, reject
match rule 77721, permit
match rule 42597, permit
match rule 52040, permit
match rule 62628, reject
match rule 6731, permit
match rule 63551, permit
match rule 40874, permit
match rule 18175, permit
match rule 45204, reject
match rule 8533, reject
match rule 15843, reject
match rule 67615, reject
match rule 64756, reject
match rule 33406, reject
match rule 2896, reject
match rule 30177, reject
match rule 15104, reject
match rule 55290, permit
match rule 28528, permit
match rule 14036, reject
match rule 23530, permit
match rule 68732, permit
match rule 52757, permit
match rule 14369, reject
match rule 2145, permit
match rule 6416, permit
match rule 28142, permit
match rule 36210, permit
match rule 19587, reject
match rule 52417, reject
match rule 17613, permit
match rule 55571, permit
match rule 89177, reject
match rule 29964, reject
match rule 35049, reject
match rule 56353, reject
match rule 14210, permit
match rule 9411, reject
match rule 53002, permit
match rule 67147, permit
match rule 70352, permit
match rule 21686, permit
match rule 83165, reject
match rule 90731, permit
match rule 10312, reject
match rule 2283, permit
match rule 46316, reject
match rule 41764, reject
match rule 70903, reject
match rule 47337, permit
match rule 41773, reject
match rule 31363, permit
match rule 40419, reject
match rule 74725, permit
match rule 12915, permit
match rule 20876, reject
match rule 4962, reject
match rule 81230, permit
match rule 84434, permit
match rule 27468, permit
match rule 28412, reject
match rule 43497, permit
match rule 1052, permit
match rule 42184, reject
match rule 41386, reject
match rule 39585, reject
match rule 87331, permit
match rule 33910, reject
match rule 8185, permit
match rule 29518, permit
match rule 75993, reject
match rule 62381, permit
match rule 5765, reject
match rule 14100, reject
match rule 80227, permit
match rule 23447, permit
match rule 32112, permit
match rule 50551, reject
match rule 88905, reject
match rule 5886, reject
match rule 33541, permit
match rule 84101, reject
match rule 40666, permit
match rule 72820, permit
match rule 39055, permit
match rule 62640, reject
match rule 47659, reject
match rule 63307, reject
match rule 20270, reject
match rule 79090, permit
match rule 45950, reject
match rule 2335, permit
match rule 13211, reject
match rule 27903, reject
match rule 61624, permit
match rule 41764, reject
match rule 56859, permit
match rule 72732, permit
match rule 46046, permit
match rule 42031, permit
match rule 31406, reject
match rule 57380, permit
match rule 19314, permit
match rule 54193, permit
match rule 29963, reject
match rule 56448, reject
match rule 21542, permit
match rule 78518, reject
match rule 68199, permit
match rule 68510, permit
match rule 38741, reject
match rule 53218, reject
match rule 86110, permit
match rule 39812, reject
match rule 67238, permit
match rule 85279, permit
match rule 54652, permit
match rule 1282, permit
match rule 58864, reject
match rule 17304, permit
match rule 33004, permit
match rule 63351, reject
match rule 55686, permit
match rule 4412, permit
match rule 64366, reject
match rule 12964, reject
match rule 49090, reject
match rule 47209, reject
match rule 59509, reject
match rule 43321, permit
match rule 1537, permit
match rule 48752, reject
match rule 7127, reject
match rule 27993, permit
match rule 4170, permit
match rule 51790, permit
match rule 59252, permit
match rule 60815, permit
match rule 45286, permit
match rule 38673, reject
match rule 44580, permit
match rule 47203, reject
match rule 68510, permit
match rule 48658, reject
match rule 66089, reject
match rule 75547, reject
match rule 6416, permit
match rule 82090, reject
match rule 55338, reject
match rule 64515, reject
match rule 46940, reject
match rule 11394, permit
match rule 42462, reject
match rule 92194, permit
match rule 11066, reject
match rule 38350, permit
match rule 68059, permit
match rule 81573, reject
match rule 3930, reject
match rule 5886, reject
match rule 9557, reject
match rule 68732, permit
match rule 11759, permit
match rule 77158, permit
match rule 19794, permit
match rule 4253, reject
match rule 40635, permit
match rule 8105, permit
match rule 1710, reject
match rule 91584, reject
match rule 13353, permit
match rule 37958, permit
match rule 12640, permit
match rule 27177, reject
match rule 38724, permit
match rule 32280, reject
match rule 9962, permit
match rule 37431, permit
match rule 33535, permit
match rule 60421, reject
match rule 54034, reject
match rule 81605, permit
match rule 87294, reject
match rule 9665, reject
match rule 17194, reject
match rule 74367, reject
match rule 122, permit
match rule 51702, permit
match rule 10772, reject
match rule 31726, permit
match rule 6287, reject
match rule 28650, permit
match rule 7364, reject
match rule 30916, permit
match rule 27100, reject
match rule 61455, reject
match rule 48715, reject
match rule 29939, reject
match rule 43040, reject
match rule 1877, permit
match rule 68953, permit
match rule 42110, reject
match rule 44715, permit
match rule 47536, reject
match rule 50414, reject
match rule 5731, reject
match rule 44682, permit
match rule 76847, permit
match rule 61826, permit
match rule 27128, permit
match rule 46319, reject
match rule 20427, reject
match rule 33143, reject
match rule 71224, reject
match rule 43330, permit
match rule 24807, reject
match rule 62294, reject
match rule 3930, reject
match rule 36471, reject
match rule 16538, permit
match rule 40957, reject
match rule 5241, reject
match rule 37658, reject
match rule 18009, permit
match rule 41958, reject
match rule 6372, reject
match rule 75783, permit
match rule 79003, reject
match rule 21406, permit
match rule 82887, reject
match rule 51186, permit
match rule 85299, reject
match rule 47816, reject
match rule 19231, permit
match rule 29320, permit
match rule 44255, permit
match rule 6093, permit
match rule 77214, permit
match rule 14035, reject
match rule 23069, reject
match rule 51364, permit
match rule 61533, reject
match rule 12915, permit
match rule 82815, reject
match rule 59479, reject
match rule 10297, reject
match rule 914, permit
match rule 35945, reject
match rule 11004, permit
match rule 30177, reject
match rule 26235, reject
match rule 22077, reject
match rule 26677, permit
match rule 72527, permit
match rule 22980, permit
match rule 23096, permit
match rule 62666, permit
match rule 23747, permit
match rule 57921, permit
match rule 40085, permit
match rule 49232, permit
match rule 56849, permit
match rule 67900, permit
match rule 2857, permit
match rule 90613, reject
match rule 8721, reject
match rule 46515, permit
match rule 84430, reject
match rule 2622, reject
match rule 42859, reject
match rule 34972, permit
match rule 54686, reject
match rule 71442, permit
match rule 6744, reject
match rule 19570, permit
match rule 90731, permit
match rule 63971, reject
match rule 54283, reject
match rule 6104, reject
match rule 42573, reject
match rule 25165, reject
match rule 89118, reject
match rule 46873, reject
match rule 11192, permit
match rule 71442, permit
match rule 83035, reject
match rule 22679, reject
match rule 38164, permit
match rule 47794, permit
match rule 40904, permit
match rule 13058, permit
match rule 75641, permit
match rule 15257, permit
match rule 3962, permit
match rule 24193, reject
match rule 54521, reject
match rule 5275, permit
match rule 44313, reject
match rule 66539, reject
match rule 25074, permit
match rule 10692, permit
match rule 52662, reject
match rule 19564, reject
match rule 11891, reject
match rule 3275, permit
match rule 47376, reject
match rule 84230, permit
match rule 61222, permit
match rule 358, permit
match rule 12657, reject
match rule 63376, permit
match rule 56695, reject
match rule 5361, reject
match rule 39188, reject
match rule 16527, reject
match rule 44944, permit
match rule 51967, permit
match rule 64499, reject
match rule 13259, reject
match rule 4937, reject
match rule 27905, permit
match rule 40024, permit
match rule 48900, reject
match rule 54464, reject
match rule 81621, permit
match rule 48201, reject
match rule 46231, permit
match rule 5209, permit
match rule 50740, permit
match rule 24146, permit
match rule 77214, permit
match rule 18277, reject
match rule 37294, permit
match rule 72585, reject
match rule 72928, reject
match rule 47075, permit
match rule 14955, permit
match rule 30790, reject
match rule 11736, reject
match rule 38730, permit
match rule 21403, reject
match rule 3458, reject
match rule 8300, reject
match rule 18208, permit
match rule 52598, permit
match rule 61931, permit
match rule 32426, permit
match rule 43792, permit
match rule 68297, reject
match rule 9007, permit
match rule 47954, permit
match rule 58846, permit
match rule 1522, permit
match rule 25939, reject
match rule 1754, reject
match rule 2756, permit
match rule 41958, reject
match rule 4554, permit
match rule 58864, reject
match rule 52598, permit
match rule 20693, reject
match rule 65571, reject
match rule 23994, reject
match rule 14694, reject
match rule 25134, permit
match rule 42226, permit
match rule 42550, permit
match rule 80012, permit
match rule 64473, permit
match rule 34713, reject
match rule 20840, reject
match rule 61611, reject
match rule 80386, permit
match rule 21572, permit
match rule 85279, permit
match rule 48209, reject
match rule 17875, permit
match rule 67124, reject
match rule 41438, reject
match rule 16505, reject
match rule 7619, permit
match rule 4443, permit
match rule 72859, reject
match rule 35229, permit
match rule 859, reject
match rule 15419, permit
match rule 72272, permit
match rule 10297, reject
match rule 36080, reject
match rule 60072, permit
match rule 51713, permit
match rule 70682, reject
match rule 71267, permit
match rule 13953, permit
match rule 63479, reject
match rule 14585, reject
match rule 19190, reject
match rule 10226, permit
match rule 35469, permit
match rule 15827, permit
match rule 76538, reject
match rule 75492, reject
match rule 30732, reject
match rule 41291, reject
match rule 668, reject
match rule 67069, permit
match rule 47954, permit
match rule 13935, permit
match rule 26439, reject
match rule 12618, permit
match rule 5376, reject
match rule 67069, permit
match rule 12203, reject
match rule 3930, reject
match rule 30732, reject
match rule 1307, reject
match rule 48231, permit
match rule 16453, reject
match rule 5590, permit
match rule 65203, reject
match rule 10019, reject
match rule 21535, permit
match rule 73033, permit
match rule 33729, permit
match rule 29774, permit
match rule 12657, reject
match rule 15723, permit
match rule 38730, permit
match rule 51059, permit
match rule 14242, permit
match rule 24917, permit
match rule 59983, reject
match rule 61048, reject
match rule 40438, permit
match rule 20301, reject
match rule 2710, reject
match rule 14539, reject
match rule 48236, permit
match rule 29815, permit
match rule 49272, permit
match rule 49281, permit
match rule 39859, reject
match rule 77910, reject
match rule 64471, reject
match rule 2939, reject
match rule 55271, reject
match rule 172, permit
match rule 5587, permit
match rule 55410, permit
match rule 79806, permit
match rule 13801, reject
match rule 73569, permit
match rule 74161, reject
match rule 50699, permit
match rule 29504, permit
match rule 53002, permit
match rule 28731, reject
match rule 767, reject
match rule 14235, reject
match rule 39867, reject
match rule 41518, reject
match rule 84101, reject
match rule 76538, reject
match rule 19103, permit
match rule 20840, reject
match rule 25939, reject
match rule 47722, reject
match rule 13832, reject
match rule 2842, reject
match rule 82292, permit
match rule 3044, permit
match rule 37420, permit
match rule 75181, reject
match rule 9539, permit
match rule 53620, reject
match rule 26064, permit
match rule 77503, reject
match rule 12578, reject
match rule 50396, reject
match rule 14210, permit
match rule 7253, permit
match rule 25417, permit
match rule 54044, permit
match rule 40419, reject
match rule 34053, permit
match rule 26177, reject
match rule 68910, reject
match rule 23948, reject
match rule 67292, reject
match rule 56024, reject
match rule 70859, reject
match rule 76988, permit
match rule 4025, permit
match rule 21604, reject
match rule 41812, permit
match rule 57227, permit
match rule 39053, permit
match rule 77428, permit
match rule 41625, reject
match rule 35712, permit
match rule 63239, permit
match rule 70989, reject
match rule 35566, reject
match rule 39376, reject
match rule 44255, permit
match rule 13583, reject
match rule 11249, permit
match rule 20498, permit
match rule 25950, reject
match rule 24309, permit
match rule 68760, reject
match rule 88456, reject
match rule 72139, reject
match rule 77214, permit
match rule 24168, permit
match rule 27392, permit
match rule 14482, permit
match rule 25870, permit
match rule 15053, reject
match rule 34140, reject
match rule 5663, reject
match rule 78408, permit
match rule 22701, reject
match rule 48634, reject
match rule 20622, reject
match rule 52026, reject
match rule 64936, reject
match rule 49085, permit
match rule 57886, permit
match rule 51521, reject
match rule 22453, reject
match rule 37456, reject
match rule 35097, permit
match rule 66889, permit
match rule 52202, reject
match rule 29773, permit
match rule 40033, permit
match rule 2172, reject
match rule 24662, reject
match rule 5252, permit
match rule 21644, reject
match rule 72585, reject
match rule 47209, reject
match rule 84904, permit
match rule 74480, permit
match rule 46982, reject
match rule 21434, permit
match rule 32311, permit
match rule 19046, reject
match rule 3409, reject
match rule 55692, reject
match rule 18546, permit
match rule 29147, reject
match rule 2196, permit
match rule 31257, permit
match rule 16318, permit
match rule 2070, reject
match rule 12485, permit
match rule 28323, permit
match rule 21482, reject
match rule 37661, permit
match rule 20034, reject
match rule 76523, permit
match rule 42882, reject
match rule 79243, permit
match rule 57886, permit
match rule 56427, reject
match rule 22275, permit
match rule 79499, permit
match rule 19046, reject
match rule 68045, permit
match rule 23244, reject
match rule 54444, permit
match rule 34161, reject
match rule 10959, permit
match rule 7915, permit
match rule 37486, reject
match rule 50267, permit
match rule 40542, reject
match rule 56554, reject
match rule 14223, reject
match rule 86730, reject
match rule 61937, permit
match rule 63744, permit
match rule 63340, reject
match rule 7144, reject
match rule 2474, permit
match rule 29500, permit
match rule 39626, reject
match rule 12610, permit
match rule 80833, reject
match rule 16103, permit
match rule 73604, reject
match rule 13706, reject
match rule 19897, reject
match rule 5760, reject
match rule 38525, permit
match rule 75703, permit
match rule 71897, permit
match rule 54514, permit
match rule 52793, reject
match rule 27160, reject
match rule 47875, permit
match rule 10226, permit
match rule 43891, reject
match rule 19055, reject
match rule 26712, reject
match rule 4233, permit
match rule 53048, permit
match rule 23994, reject
match rule 59858, permit
match rule 56325, reject
match rule 29308, permit
match rule 3962, permit
match rule 58955, permit
match rule 9609, permit
match rule 33029, reject
match rule 46331, reject
match rule 36649, reject
match rule 62256, reject
match rule 51790, permit
match rule 9569, reject
match rule 26787, permit
match rule 39613, reject
match rule 15827, permit
match rule 22155, reject
match rule 46839, permit
match rule 39221, reject
match rule 9639, permit
match rule 4888, permit
match rule 51967, permit
match rule 67868, reject
match rule 23072, reject
match rule 65955, permit
match rule 71273, reject
match rule 41996, permit
match rule 4526, permit
match rule 42833, permit
match rule 53390, reject
match rule 60822, permit
match rule 80763, reject
match rule 15827, permit
match rule 67549, reject
match rule 67099, reject
match rule 68912, permit
match rule 4783, reject
match rule 29894, permit
match rule 87315, reject
match rule 18737, reject
match rule 10438, permit
match rule 8862, reject
match rule 49927, permit
match rule 53201, permit
match rule 31176, permit
match rule 82442, permit
match rule 33894, permit
match rule 18591, permit
match rule 10230, permit
match rule 52754, permit
match rule 29660, reject
match rule 16505, reject
match rule 35669, permit
match rule 51123, reject
match rule 8541, reject
match rule 47557, permit
match rule 13012, permit
match rule 77134, permit
match rule 65425, reject
match rule 87556, reject
match rule 63988, permit
match rule 73615, permit
match rule 13548, permit
match rule 8783, permit
match rule 12684, permit
match rule 22180, reject
match rule 84508, reject
match rule 24477, permit
match rule 31112, reject
match rule 36936, permit
match rule 33459, reject
match rule 16129, permit
match rule 39453, reject
match rule 32953, permit
match rule 69567, reject
match rule 58316, permit
match rule 42239, reject
match rule 46030, permit
match rule 42180, reject
match rule 70915, permit
match rule 31560, permit
match rule 79338, permit
match rule 71224, reject
match rule 2496, reject
match rule 4398, permit
match rule 1229, reject
match rule 44603, reject
match rule 26858, reject
match rule 40799, permit
match rule 18352, permit
match rule 39715, reject
match rule 37499, permit
match rule 58591, reject
match rule 13073, permit
match rule 37343, permit
match rule 74738, reject
match rule 50587, reject
match rule 41905, permit
match rule 60822, permit
match rule 51713, permit
match rule 28054, reject
match rule 11853, permit
match rule 31908, permit
match rule 44541, reject
match rule 24577, permit
match rule 49461, reject
match rule 16339, reject
match rule 5827, permit
match rule 19194, reject
match rule 31112, reject
match rule 73901, reject
match rule 9489, reject
match rule 58711, permit
match rule 61559, permit
match rule 53184, permit
match rule 76054, permit
match rule 84904, permit
match rule 30097, reject
match rule 16995, reject
match rule 22719, permit
match rule 19235, permit
match rule 41838, reject
match rule 2842, reject
match rule 66053, permit
match rule 30317, permit
match rule 27804, reject
match rule 1755, reject
match rule 9568, permit
match rule 66627, permit
match rule 12618, permit
match rule 19274, permit
match rule 57128, permit
match rule 12862, permit
match rule 24263, reject
match rule 80034, reject
match rule 75916, permit
match rule 13058, permit
match rule 32783, reject
match rule 29557, permit
match rule 79243, permit
match rule 79477, permit
match rule 5909, reject
match rule 12640, permit
match rule 45109, reject
match rule 68384, reject
match rule 9360, permit
match rule 38601, permit
match rule 2796, permit
match rule 33965, permit
match rule 41080, reject
match rule 43768, permit
match rule 35095, permit
match rule 24662, reject
match rule 33627, reject
match rule 35343, reject
match rule 24730, permit
match rule 17194, reject
match rule 32911, permit
match rule 57195, permit
match rule 20756, permit
match rule 7151, reject
match rule 17827, reject
match rule 43321, permit
match rule 63934, reject
match rule 11111, permit
match rule 77158, permit
match rule 8653, permit
match rule 28277, permit
match rule 34268, permit
match rule 61695, reject
match rule 50464, reject
match rule 15363, reject
match rule 29047, permit
match rule 76696, reject
match rule 3742, permit
match rule 30399, reject
match rule 15592, reject
match rule 22866, permit
match rule 2888, reject
match rule 62628, reject
match rule 44541, reject
match rule 20671, permit
match rule 44261, permit
match rule 47893, permit
match rule 29598, reject
match rule 76842, permit
match rule 81701, reject
match rule 69590, permit
match rule 77357, permit
match rule 32212, reject
match rule 8386, reject
match rule 55271, reject
match rule 5361, reject
match rule 2536, permit
match rule 54521, reject
match rule 64097, permit
match rule 73217, reject
match rule 14658, permit
match rule 54044, permit
match rule 42328, reject
match rule 78518, reject
match rule 25606, permit
match rule 46614, reject
match rule 17048, permit
match rule 5731, reject
match rule 47178, permit
match rule 40033, permit
match rule 83954, reject
match rule 50671, reject
match rule 35731, permit
match rule 10822, reject
match rule 84022, reject
match rule 23141, permit
match rule 32737, permit
match rule 86084, permit
match rule 32094, permit
match rule 43871, reject
match rule 19314, permit
match rule 7614, reject
match rule 19139, permit
match rule 81053, reject
match rule 5590, permit
match rule 70685, permit
match rule 74707, reject
match rule 16433, reject
match rule 26015, reject
match rule 23904, reject
match rule 66390, permit
match rule 71882, permit
match rule 11267, reject
match rule 5671, reject
match rule 50376, permit
match rule 27416, permit
match rule 46839, permit
match rule 19055, reject
match rule 14235, reject
match rule 2303, permit
match rule 43117, reject
match rule 7029, permit
match rule 19863, reject
match rule 38256, permit
match rule 29905, permit
match rule 37384, permit
match rule 26825, permit
match rule 13977, reject
match rule 78442, permit
match rule 26296, reject
match rule 54724, reject
match rule 70682, reject
match rule 92010, reject
match rule 4475, permit
match rule 47429, permit
match rule 10908, reject
match rule 37997, permit
match rule 57642, reject
match rule 6351, permit
match rule 71297, reject
match rule 10342, reject
match rule 53834, permit
match rule 70872, permit
match rule 44739, reject
match rule 64601, reject
match rule 44722, reject
match rule 43410, reject
match rule 19109, reject
match rule 35164, reject
match rule 90931, permit
match rule 82742, permit
match rule 71882, permit
match rule 5091, reject
match rule 19113, permit
match rule 42656, reject
match rule 6576, reject
match rule 14966, reject
match rule 51753, reject
match rule 9230, permit
match rule 27468, permit
match rule 74400, reject
match rule 62194, permit
match rule 16318, permit
match rule 43410, reject
match rule 12912, permit
match rule 19570, permit
match rule 24540, permit
match rule 35164, reject
match rule 30097, reject
match rule 43321, permit
match rule 15042, reject
match rule 48653, permit
match rule 4916, reject
match rule 5326, permit
match rule 88650, permit
match rule 367, reject
match rule 89221, reject
match rule 74777, reject
match rule 29369, permit
match rule 43891, reject
match rule 72139, reject
match rule 58004, reject
match rule 17034, reject
match rule 72859, reject
match rule 20927, permit
match rule 12856, reject
match rule 137, reject
match rule 47875, permit
match rule 67605, permit
match rule 14482, permit
match rule 24503, permit
match rule 71615, reject
match rule 14857, permit
match rule 60242, permit
match rule 39453, reject
match rule 21632, permit
match rule 58996, reject
match rule 11759, permit
match rule 13124, permit
match rule 21632, permit
match rule 94873, permit
match rule 63971, reject
match rule 52365, permit
match rule 27337, reject
match rule 67850, reject
match rule 64498, permit
match rule 69207, reject
match rule 76689, reject
match rule 59834, permit
match rule 9639, permit
match rule 18778, permit
match rule 66709, permit
match rule 19622, permit
match rule 60072, permit
match rule 74738, reject
match rule 32387, permit
match rule 75447, permit
match rule 19507, reject
match rule 17868, reject
match rule 9935, permit
match rule 3630, permit
match rule 67926, reject
match rule 35372, permit
match rule 33444, reject
match rule 77158, permit
match rule 53350, reject
match rule 8783, permit
match rule 67900, permit
match rule 1643, reject
match rule 31887, permit
match rule 65899, permit
match rule 72163, reject
match rule 81751, permit
match rule 16616, reject
match rule 49353, permit
match rule 75848, permit
match rule 62666, permit
match rule 11244, permit
match rule 59302, reject
match rule 30482, permit
match rule 89755, permit
match rule 8783, permit
match rule 12384, reject
match rule 73115, reject
match rule 27157, reject
match rule 48209, reject
match rule 3297, reject
match rule 72556, permit
match rule 72732, permit
